TwitterID,Tweet,Retweets,Replies,Likes,Quotes
SenatorCarper,"This #SCOTUS case has huge implications for our nation's waters. If the plaintiffs are successful, polluters would once again be allowed to discharge their wastes into upstream waters and fill wetlands.",12,1,16,1
SenatorCarper,"Before the Clean Water Act, wastewater discharges to Delaware’s surface waters were largely unregulated. In the last 50 years, this landmark law has helped protect our state’s waterways and wetlands, while also supporting our economy.",6,2,15,1
SenatorCarper,RT @LCVoters: 🚒Rivers that *don’t* catch on fire🚰Clean drinking water🏊🏾Lakes to swim &amp; fish inThe Clean Water Act has achieved a lot in…,17,0,0,0
SenatorCarper,"Regular checkups and annual screenings are the best way to detect and prevent the spread of breast cancer. This #BreastCancerAwarenessMonth, I urge everyone to put your health first and schedule a screening. Early detection can be lifesaving!",3,1,5,0
SenatorCarper,"RT @EPWCmte: Today is the 50th anniversary of one of our nation’s bedrock environmental laws, the Clean Water Act.As we celebrate #CleanW…",13,0,0,0
SenatorCarper,"BREAKING: Thanks to @POTUS, you can now apply for up to 20K in student debt relief! Take advantage of this fantastic opportunity–Delaware. Follow this link →",6,7,11,1
SenatorCarper,RT @gwclimatehealth: Thank you @GWToday for covering last week's symposium and for capturing this particularly powerful quote from @Senator…,5,0,0,0
SenatorCarper,"The Rehoboth Beach Patrol has provided world-class protection for the local community, as well as tourists far and wide. This morning, I was honored to present them with a Congressional Record Statement to celebrate the Patrol’s 100 years of service. Thank you for all you do.",3,2,20,1
SenatorCarper,"RT @POTUS: Starting this week, we're making hearing aids available over the counter, so people don't have to pay for expensive visits to sp…",10001,0,0,0
SenatorCarper,🚨Attention Delaware🚨 Today is the last day to register to vote for the midterm elections this November. Check to see your voter registration status or request an absentee ballot here:  Make sure your voice is heard this November 8th.,2,1,9,0
SenatorCarper,We are working to bring nutritious and free food right where the community needs it the most. Today I joined @WestsideHealth and community partners to launch their community fridge in Dover.,5,1,12,1
SenatorCarper,"The Committee has now subpoenaed the former president, and it is vital that the American public hear from the person at the center of it all.",4,3,14,0
SenatorCarper,"At yesterday’s @January6thCmte hearing, we heard more evidence of the Secret Service–and Trump’s own personal advisors–anticipating violence in the days before January 6th. Trump knew he lost. He still planned on declaring victory to stoke violence and overturn the election.",5,5,12,1
SenatorCarper,Honored to earn 100% on @HRC’s Congressional Scorecard for the 117th Congress. I will continue fighting hard in the Senate to expand and protect the rights of LGBTQ+ Americans across our country.,4,1,24,0
SenatorCarper,"Happy 247th birthday @USNavy! As a former Naval Captain, I was proud to be a part of the commissioning of the USS Delaware earlier this year, and meet the courageous men and women serving our nation.",3,2,20,0
SenatorCarper,"Earlier this week, @POTUS called for the passage of my bill with @SenatorCollins to support our Federal firefighters. We owe it to them to ensure that they get the benefits they deserve. Let’s get this done.",13,2,28,1
SenatorCarper,"Happy National Wildlife Refuge Week! I can think of no better way to spend an autumn day than a visit to Prime Hook Refuge, one of our two scenic wildlife refuges in Delaware.Let's continue to do our part and protect these spaces for future generations.",4,1,20,0
SenatorCarper,I voted in support of the Bipartisan Safer Communities Act so more schools can have the kind of top-notch wellness and family services like students have at New Castle’s Eisenberg Elementary–pictured here.,5,16,13,0
SenatorCarper,"@EPWCmte With two beautiful refuges in Delaware, how could I pick just one? Together, Bombay Hook and Prime Hook cover more than 26,000 square miles, providing a home for many endangered species and local critters like these. 📸 @USFWS",2,0,5,0
SenatorCarper,"Happy #NationalFarmersDay to the 2,000+ Delaware farms that provide employment to our state, put food on our tables, and benefit our environment every day. Your hard work does not go unnoticed.",5,3,14,0
SenatorCarper,Bravo Zulu to Ashley Lockwood of LuLu Ross Elementary on being named Delaware's 2023 Teacher of the Year!,5,1,19,1
SenatorCarper,"Glad to join @DelawareDOT in announcing a $6 million RAISE grant to support infrastructure projects along the Route 9 Corridor. Investing in safer, more sustainable, and more reliable transportation systems attracts businesses and allows our communities to thrive.",9,2,15,0
SenatorCarper,"There's so much we can learn from Native communities when it comes to being good stewards of our environment. This #IndigenousPeoplesDay, let's reflect on our nation’s history and continue working to protect and honor our land, water, and air.",13,2,30,1
SenatorCarper,"This is huge! Since @POTUS has been in office, 10 million jobs have been added to the US economy — nearly 265,000 in September alone. This is what real leadership looks like.",50,23,129,3
SenatorCarper,"1 in 5 adults in Delaware are living with a mental health condition. This #MentalIllnessAwarenessWeek, take the time to check in on yourself and your loved ones. And know that help is here if you need it: reach out to NAMI by texting “HelpLine” to 62640.",9,7,22,0
SenatorCarper,"The 5th circuit's ruling today is wrong and puts thousands of future DACA recipients in limbo. Now, Congress must take action to protect dreamers by passing legislation to guarantee these immigrants have a path to citizenship. We can't wait any longer.",8,4,21,0
SenatorCarper,Thank you to the students at Booker T. Washington Elementary School for inviting me to visit and talk about my job in Washington. One of these @CSDSenators might become a U.S. Senator from Delaware one day!,3,4,13,0
SenatorCarper,This OPEC+ announcement should serve as a reminder to all of us that true American energy independence comes from clean energy.,16,12,35,0
SenatorCarper,To the Jewish families in Delaware and across our country observing Yom Kippur: my warmest wishes for an easy and meaningful fast this holiday. G’mar Chatima Tovah!,4,3,16,0
SenatorCarper,"A warmer planet means stronger, more damaging hurricanes and nor’easters. As we finalize negotiations for the Water Resources Development Act of 2022 (#WRDA), my top priority is making our coastal communities more resilient to climate change.📹: @bforte22",5,3,11,0
SenatorCarper,4-H empowers young people with the skills to lead for a lifetime. I'm proud to support a resolution to recognize this week as National 4-H Week to celebrate 4-H's nearly 6 million members.Learn more about your local 4-H program here:,4,3,6,0
SenatorCarper,"If #SCOTUS rules with the plaintiffs in Sackett v. EPA, it will reduce the waters protected under the Clean Water Act by nearly 20% and eliminate federal protection for more than half our nation’s wetlands. The court should not rewrite this nearly 50-year-old environmental law.",17,6,32,0
SenatorCarper,"January 6th was one of the darkest days in our nation's history. In order to make sure that never happens again, I'm determined to reform the Electoral Count Act to make it clear it clear that American voters elect the President and ensure a peaceful transfer of power.",6,6,22,0
SenatorCarper,"Today, I joined @chriscoons to announce $800k from @USDOL to help Delaware’s Vo-Tech schools train students in trucking and logistics. This funding will help Delawareans get good-paying jobs in an industry that’s looking to hire. A win-win!",8,5,31,0
SenatorCarper,"Proud to introduce the KIDS Health Act of 2022 today with @SenDanSullivan, @RepLBR, and @michaelcburgess. Now more than ever we need to make sure kids can access the mental and physical health care they need. Our bill does just that.",5,3,14,0
SenatorCarper,"In 2021, we lost a record 515 Delawareans to drug overdoses. This #RecoveryMonth, we remember those we lost and reach a hand out to those who are struggling. If you or a loved one needs help, know that support is here.",7,3,10,0
SenatorCarper,"My thoughts are with Floridians today as Hurricane Ian makes landfall. I pray for their safety as they grapple with this disastrous storm and urge everyone to recognize that the climate crisis is here. Avoiding a future of deadly, extreme weather is the challenge of our time.",9,1,34,0
SenatorCarper,RT @EPWCmte: WATCH LIVE: the Senate EPW Committee holds a hearing on reauthorization of @EPA’s Brownfields Program.,6,0,0,0
SenatorCarper,Today we are one step closer to a network of EV chargers that runs coast to coast. Bravo Zulu to @POTUS and his administration for wasting no time in putting the Bipartisan Infrastructure Law to work for the American people.,22,8,70,0
SenatorCarper,Addressing America’s youth mental health crisis means ensuring kids have access to the help they need right at their schools. I’m delighted to welcome @SecCardona in Delaware today to announce $4.8 million for the First State to increase school-based mental health programs.,8,10,24,1
SenatorCarper,"Having a single, mission-driven office for environmental justice at EPA is going to be so critical, especially as the agency implements the historic climate and equity investments we made in the Inflation Reduction Act. Bravo Zulu, Administrator Regan",28,10,75,0
SenatorCarper,L’Shana Tova! Wishing a happy new year to all who are celebrating Rosh Hashanah.,6,3,20,0
SenatorCarper,"RT @EPWCmte: This week, state and local leaders joined us to share how the Bipartisan Infrastructure Law is already making a difference. Th…",7,0,0,0
SenatorCarper,"RT @EPWCmte: NOTICE: On Wednesday, September 28, at 10:00 AM ET, the Senate EPW Committee will hold a hearing to explore reauthorization of…",8,0,0,0
SenatorCarper,The Kigali Amendment is a big deal for our planet. It's expected to help us avoid up to 0.5°C of global warming by the end of the century—a huge down payment on avoiding the 1.5°C of warming scientists tell us we must prevent to avert the worst effects of climate change.,12,10,31,1
SenatorCarper,🙌 The Senate just ratified the Kigali Amendment to the Montreal Protocol 🙌This global treaty phasing down the use of super polluting hydrofluorocarbons (HFCs) will boost American manufacturing and create jobs across our nation—a huge win for our planet and our economy.,62,9,250,5
ChrisCoons,"This week, @POTUS sent a request to Congress for robust additional support for Ukraine. When we return from Halifax, we'll push to enact it into law.",7,6,32,1
ChrisCoons,"Our bipartisan, bicameral #HFX2022 delegation is showing that the US strongly supports Ukraine. Before hearing an address from @ZelenskyyUa, we met with Deputy PM @StefanishynaO to to assure her that we'll push for more aid as Ukraine's war against Russian invaders continues.",11,6,27,0
ChrisCoons,"In 15 minutes, I'll be speaking  about global security threats from disinformation at #HFX2022.I hope you'll tune in here ➡️",17,7,32,0
ChrisCoons,"RT @chickencouncil: .@ChrisCoons, @SenatorWicker lead bipartisan Senate letter asking @USDA_AMS to extend comment period on new Packers &amp; S…",4,0,0,0
ChrisCoons,"RT @HFXforum: Our bipartisan 🤝 congressional delegation is in the building! Welcome to #HFX2022, Senators @ChrisCoons, @SenatorRisch, and @…",5,0,0,0
ChrisCoons,"Time to spruce🎄things up at the White House! A round of santa-plause🎅, please, for Delaware's own Brian Miller for being chosen to help decorate the @WhiteHouse for the holidays!",9,2,26,1
ChrisCoons,"Today is Pancreatic Cancer Awareness Day. For all those are struggling with pancreatic cancer or whose loved ones are struggling with it, I bring a message of hope.",10,1,44,0
ChrisCoons,"For your public service, for your leadership, for your commitment to our nation: Thank you, Madam Speaker.",15,1,74,0
ChrisCoons,"‘In this room,’ @SpeakerPelosi said today, ‘our colleagues across history... have offered a hand to the weak, care to the sick, education to the young, and hope to the many.’ It is a centuries-long history, and Speaker Pelosi has authored one of its most important chapters.",26,6,121,1
ChrisCoons,"I will miss him dearly and I only hope that his wife, Dawn, and his sons, Michael and Nicholas, know what a powerful impact his columns, his work, and his witness had on me and our nation.",2,1,14,0
ChrisCoons,"Michael was also a gifted writer, but more importantly, a humble, reflective person seeking to balance his faith as an evangelical Christian with the complex challenges of power and purpose, especially as a Republican in the President Trump years.",1,2,12,0
ChrisCoons,"Our world lost a special voice this morning when Michael Gerson passed from this life. As I got to know Michael, we had many conversations about the role of faith in public life, and our shared hope that we could sustain America’s most important humanitarian initiatives.",3,4,18,0
ChrisCoons,"For the last seven years, every American has been able to marry the person they love. Just now, we took a bipartisan step towards passing the #RespectforMarriage Act to ensure it stays that way.",9,12,50,0
ChrisCoons,"I'm supporting the bipartisan #RespectforMarriage Act because who you love and marry is your choice, not the government's. Let's move this important bill forward today.",18,8,78,1
ChrisCoons,"Barriers are the last thing Delawareans should face after being let go. Thanks to the Democrats' American Rescue Plan, Delaware is receiving over $2.2 million to ensure Delawareans get the help and support they deserve.",10,1,16,0
ChrisCoons,"As flu cases rise in Delaware, don’t forget to get your flu shot and COVID booster. This way, you can make sure that you and your loved ones are protected. Visit  to find a flu vaccine clinic and COVID-19 booster near you!",7,5,18,1
ChrisCoons,"Annie and I are saddened to hear of the passing of Wilmington City Councilwoman Linda Gray. Linda was a friend and neighbor, as well as a beloved wife and civic leader. She was admired by many throughout her city and the entire State of Delaware, and she will be truly missed.",2,3,16,0
ChrisCoons,RT @Tom_at_ONE: An incredible conversation on faith &amp; public service with @ChrisCoons &amp; @ONEinAmerica faith leaders. There were so many i…,11,0,0,0
ChrisCoons,I witnessed firsthand the impact of these attacks when I was in Ukraine earlier this month. The U.S. must support infrastructure repair and prevent Putin from punishing Ukrainian military success by forcing civilians to live in the cold and dark.,13,8,28,0
ChrisCoons,"Apprenticeships in Delaware are helping build a diverse and highly-skilled workforce to ensure the U.S. remains competitive in the 21st century. During National Apprenticeship week, let's keep working to train and uplift the next generation of American workers. #NAW2022",4,1,20,0
ChrisCoons,Great to join @BretBaier with my friend @senrobportman to talk about how both parties must stay committed to bipartisanship and support our friends fighting for democracy in Ukraine. The US is stronger when we come together to build a better future.,3,4,19,0
ChrisCoons,The Pathway Home is a great story well told about @NCCDE and the Hope Center's commitment to supporting people experiencing homelessness in Delaware. I'm thrilled to see this important documentary honored with a well-deserved @Emmy. Watch it here:,9,5,23,2
ChrisCoons,"Great to see inflation ticking down again as global supply chains improve. We still have a lot more to do to lower the costs of many goods for Americans, but I’m confident that the Biden administration can continue to bring down prices.",9,11,40,0
ChrisCoons,"On #VeteransDay, Delawareans honor the courage &amp; sacrifices of those who have served our country. I pledge to keep doing my part in the Senate to deliver policies like the historic PACT Act to ensure our veterans receive the quality health care they deserve.",10,1,32,0
ChrisCoons,Russia’s cruel &amp; unjust transfer of Brittney Griner to an unknown penal colony shows there are no limits to Putin’s use of people as political pawns. I’m glad that @POTUS is working to free Brittney and is determined to bring her and every other American political prisoner home.,16,11,53,1
ChrisCoons,"The Ukrainian counteroffensive continues to send Russian forces into retreat, now from the strategic stronghold in Kherson. As I saw last week on my visit to Kyiv, the fortitude and determination of the Ukrainian people should not be underestimated.",7,4,33,0
ChrisCoons,"Ukraine is the front line of freedom globally. Their fight is our fight. After personally handing @ZelenskyyUA the National @ConstitutionCtr's Liberty medal in Kyiv last week, it was great to honor him in Philadelphia this week.",10,3,39,0
ChrisCoons,"In the nation’s lowest lying state, Delaware, we already know that “the things Americans value most are at risk."" That's why bipartisan climate action like my National Climate Adaptation and Resilience Strategy Act is one of my top priorities.",13,10,38,1
ChrisCoons,Great to see my bipartisan Courthouse Ethics &amp; Transparency Act with @JohnCornyn making a difference. Better transparency will help ensure that every American can have more confidence in our justice system.,12,12,30,0
ChrisCoons,🗣️Today's the day! Tell your friends and family their future is in their hands by making a plan to get out there and vote!🗳️,9,4,21,0
ChrisCoons,I'm in Philadelphia tonight to help honor President Zelenskyy and celebrate the effort of the Ukrainian people in their fight for liberty and democracy. Tune in here:,7,8,26,0
ChrisCoons,"This evening, the National @ConstitutionCtr will present its Liberty Medal to Ukrainian president @ZelenskyyUa for his bravery in leading the Ukrainian people against Russia's immoral invasion. I had the opportunity to present the actual medal to him myself in Kyiv last week.",23,12,118,2
ChrisCoons,"Make a difference as an @AmeriCorps tutor &amp; mentor! @CityYear is recruiting 17–25 year-olds for an opportunity to help students feel more connected to school, while gaining skills, work experience, &amp; money for college. To nominate someone or apply, visit:",6,4,11,1
ChrisCoons,"At @NPCUkrenergo HQ in Kyiv, @senrobportman, @USAmbKyiv, and I spoke with Chairman @VKudrytskyi about Russian attacks on Ukrainian energy infrastructure. Putin can't win on the battlefield, so he's cruelly targeting the power grid to make Ukraine cold and dark this winter.",8,6,27,0
ChrisCoons,"In Kyiv, we met Prosecutor General @AndriyKostinUa to discuss how we can support his efforts to hold Putin &amp; his regime accountable for the horrific atrocities &amp; war crimes against the people of Ukraine. The global community must join Ukraine to bring Russia to justice.",6,2,23,0
ChrisCoons,"Ukraine used to be the breadbasket of Europe– now as a global hunger crisis rages, Ukrainians need bread of their own. We went to a @WFP site in Kyiv to ensure US foreign aid is being used properly &amp; show the Ukrainian people that we’re standing with them in their hour of need.",8,2,22,0
ChrisCoons,"Last week, I led a delegation with @senrobportman to meet with President @ZelenskyyUa in Kyiv to underscore the broad bipartisan support that continues in America for his country as they fight back against Putin’s war of aggression. Slava Ukraini.",11,9,69,1
ChrisCoons,RT @PhilaUnion: 1' MINUTE ONE AT @MLS CUP ⚡️LET'S GOOOOO PHILLY!#LAFCvPHI 0-0 | #DOOP,34,0,0,0
ChrisCoons,"In October:📈261,000 new jobs🏭Strong manufacturing growth⛽️Gas prices still falling",9,12,25,1
ChrisCoons,"Americans have stood for freedom at home and abroad for decades and decades. My visit to Kyiv confirmed that we cannot abandon the Ukrainian people as they face, in some ways, the most challenging test of this war so far.",11,8,38,1
ChrisCoons,"RT @amanpour: Today, @senrobportman and @ChrisCoons are in Kyiv as part of a bipartisan congressional delegation, and met with President Ze…",48,0,0,0
ChrisCoons,RT @ZelenskyyUa: Had a meeting with true friends of 🇺🇦 – 🇺🇸 Senators @ChrisCoons and @senrobportman. Thanked for the leadership support. We…,1350,0,0,0
ChrisCoons,"🚍Delaware's children will ride to school in new, cleaner buses thanks to new investments from the bipartisan infrastructure law &amp; @EPA! Colonial School District's new buses will help us combat climate change, keep kids healthy, &amp; reduce costs for schools.",11,13,41,1
ChrisCoons,"The Hornets' hive is only growing! With @DelStateU's commitment to a quality and affordable education, it's no surprise that Delaware's HBCU is smashing its own enrollment records.",3,4,13,0
ChrisCoons,Happy Dia de los Muertos to the families gathering together around their ofrendas in Delaware! Today we celebrate and honor the memory of our loved ones no longer with us and hold those still with us closer.,4,3,22,0
ChrisCoons,"At @Udelaware's nationally recognized Chem Engineering program, the bright minds are keeping their ions on the prize and creating the future now! I'm thankful for the students &amp; faculty who are cementing Delaware as a leader for innovation &amp; job growth.",8,5,19,0
ChrisCoons,"The flu is hitting the US earlier and harder than usual, but the number of Americans who have gotten their annual shot is down. Protect yourself and your loved ones by visiting a pharmacy or clinic near you.",7,4,21,0
ChrisCoons,The ACA Open Enrollment period starts today! Quality and affordable health care may be available for you and your family. Check your options and get covered at,7,1,12,1
ChrisCoons,"November is #PancreaticCancerAwarenessMonth. Many of us have been affected by this disease, including my father and uncle. Whether you're a researcher, a family member of someone with pancreatic cancer, or if you're fighting the disease yourself: you are not alone.",3,1,22,0
ChrisCoons,"In communities in Delaware and all across the country, we're putting more cops on the beat with new grants like the $750,000 for three communities in our state to make our neighborhoods safer.",6,2,17,2
ChrisCoons,ONE WEEK TO GO: Make your voice heard and make a plan for you and your loved ones to get out and VOTE!,7,5,15,0
ChrisCoons,"Our civic and political leaders must do their part to reduce the temperature of our political rhetoric. Otherwise, acts of politically motivated violence like this will only get worse.",15,14,50,2
ChrisCoons,Wishing everyone a safe and happy Halloween!,9,14,138,4
ChrisCoons,"Millions of people, particularly in Africa &amp; the Middle East, could starve without the grain that Ukraine provides. Russia's decision only makes an already devastating global food crisis worse. They must reverse course &amp; allow grain exports to continue before it's too late.",8,5,31,0
ChrisCoons,"I hope all Brazilians will accept the result of this election, and I look forward to continuing the deep partnership between our countries as we advance our shared priorities—including on sustainable development and environmental conservation in the Amazon.",1,2,19,1
ChrisCoons,Congratulations to Lula on his victory in last night's election in Brazil.,5,4,39,0
ChrisCoons,"This is big: The US is taking action to protect our planet &amp; boost investments in clean technology created here in Delaware. By ratifying the Kigali Amendment, we’re phasing out refrigerants that accelerate climate change and creating jobs in Delaware.",18,13,54,3
ChrisCoons,RT @FoxNewsSunday: Today on #FoxNewsSunday with @ShannonBream ▶️ @GOPChairwoman ▶️ @ChrisCoons ▶️ @celindalake ▶️ @KellyannePolls ▶️…,16,0,0,0
ChrisCoons,"On #NationalFirstRespondersDay we celebrate the men and women that put their lives on the line. As co-chair of the Senate Law Enforcement Caucus, I'll continue to deliver the support &amp; resources our finest and bravest need to serve every Delawarean.",2,13,17,0
ChrisCoons,"10 DAYS LEFT: Make a plan to vote, check your registration, and make sure your friends and family are ready as well!",33,9,63,0
ChrisCoons,Annie and I are keeping Nancy and Paul Pelosi in our thoughts today. We are relieved to hear Paul is expected to make a full recovery.,8,11,55,1
ChrisCoons,Friday feeling. Let’s go @Phillies. #RingTheBell,5,2,15,0
ChrisCoons,"The evidence speaks for itself:✅2.6% GDP increase✅10 million new jobs✅3.5% unemployment - a 50 year lowThanks to the leadership of @POTUS, our economy continues to rebound from a once-in-a-century pandemic-fueled recession",101,25,194,9
ChrisCoons,"Today, my thoughts are with the 11 souls taken from us at the Tree of Life Synagogue shooting. Let's remember this tragedy by recommitting to call out and combat anti-Semitism wherever it lurks.",8,4,33,0
ChrisCoons,"Don’t adjust your screens: Gas prices are falling once again, and are down $1.25 a gallon since the start of the summer.",13,27,36,2
ChrisCoons,The American people don't want to hear politicians attack each other over high prices - they want solutions. That's why Democrats have clear plans to bring down the costs that average Americans are fighting through.,11,14,42,1
ChrisCoons,I’m glad peace talks between the Ethiopian government and the TPLF are underway. It’s vital for Ethiopia’s future for both sides to meaningfully engage in these talks and find a peaceful resolution to this conflict.,410,356,409,51
ChrisCoons,"It's a simple choice - do you think decisions about a woman's reproductive health should be between her and her doctor, or her, her doctor, and local elected officials?",9,8,32,1
ChrisCoons,"Annie and I met Loretta in the 80s, and over the next thirty years, my wife and I admired and, like so many others, were blessed to benefit from her friendship, her advice, and her big heart. In politics and in the community, what a leader she was—and what a friend.",1,1,4,0
ChrisCoons,"Loretta Walsh had an incredible heart for service. She never stopped caring for others, giving to others, fighting for others. With decades of service on the City Council and years as the chair of Finance, she kept fighting for the people of Wilmington.",1,1,11,0
ChrisCoons,Wooden you know it: @teamjennygems' story of resilience and creativity is sparking joy across Delaware and the country. It was a delight to visit the factory and the hardworking team in Harbeson.,3,5,8,0
ChrisCoons,I'm glad to see @FrancesHaugen &amp; the Council for Responsible Social Media prioritize my bipartisan PATA bill to promote transparency online. We can't fully understand how social media impacts society if we don't look under the hood of these platforms.,5,4,16,0
ChrisCoons,"Ash Carter's death is a real loss. I first met him in college and had the honor of working with him  in the Senate, where I was always struck by his creativity, insight and leadership.My prayers are with his wife Stephanie and his children today.",12,2,35,0
ChrisCoons,"The Ukrainian people, and only the Ukrainian people, should be the ones to decide how the war they’re fighting against Russia should end. Not Republicans, and not Democrats either. Ukrainians.",30,33,145,10
ChrisCoons,"An unprecedented global food crisis requires an unprecedented response. As Chair of #SFOPS and with the help of @UNICEF and @WFP, I know the US must work with global partners to address hunger, prevent famine, and save millions of lives #UNDay #77th",4,5,10,0
ChrisCoons,"30 years ago, polio was paralyzing 1,000 children each day. Because of investments from the US &amp; the tireless efforts of health workers, community leaders, and global partners, polio cases dropped 99.9% worldwide. On #WorldPolioDay, let’s recommit to #EndPolio once and for all.",10,8,45,0
ChrisCoons,"Under the leadership of @POTUS and Democrats, we cut the federal deficit in half last year. It's the largest decline in our nation's history - and thanks to the Inflation Reduction Act, we're not stopping there.",71,43,176,7
ChrisCoons,"Happy Diwali to all who are observing in Delaware and around the world! May the holiday bring you good health, prosperity, and peace.",18,7,73,0
ChrisCoons,This is the right call for the tens of thousands of Ethiopians worried about returning home after fighting resumed in the country. Both sides must restore the ceasefire and use this week’s peace talks to seek a lasting and peaceful resolution to this war.,12,24,42,5
ChrisCoons,"Last team in and the Phillies win the pennant! What an incredible run for this team, and an incredible year for Philly. Four more wins to go! #RedOctober",9,4,49,0
ChrisCoons,Delaware's game changing research isn't just moving us towards a net-zero energy future.It’s creating good-paying jobs and investments across the First State right now.,7,10,28,0
ChrisCoons,Great to help @POTUS make the case at @DelStateUniv this afternoon for his student debt relief plan that will lower costs for American families who need it most. Qualified borrowers across Delaware should apply through the online portal today:,3,9,25,0
ChrisCoons,A beautiful day to welcome @POTUS back to Delaware! Great to greet President Biden and Air Force One alongside @RepLBR and @SenatorCarper before heading to @DelStateUniv.,19,12,138,1
ChrisCoons,"In their rush to ban abortion, states are making it harder for women to access crucial medical care. Even if it has nothing to do with their reproductive health. Congress must swiftly act to protect women’s right to choose nationwide.",14,4,25,0
ChrisCoons,"Dreamers make our country stronger. At a time of the greatest uncertainty for #DACA, America needs to stand with Dreamers, and we in Congress need to take action and end this cruel legal limbo.",12,4,31,1
ChrisCoons,"Excited to welcome @POTUS back to @DelStateUniv to speak about his student debt plan! If you think you may be eligible for student debt relief, join the more than 12 million Americans who have already applied – it takes less than 5 minutes:",5,5,25,0
ChrisCoons,The new wetlands park in Southbridge is an environmental justice project that has been 20 years in the making. I was happy to cut the ribbon yesterday and inaugurate a beautiful park that reduces pollution and protects the neighborhood from flooding.,6,6,21,0
ChrisCoons,"Delaware is at the forefront of the clean hydrogen economy that will improve air quality, decarbonize manufacturing and transport, and create jobs. Great to help @UDelaware launch the Center for Clean Hydrogen, an investment in our state and our planet.",12,1,28,1
ChrisCoons,"Another young Iranian, Asra Panahi, killed by security services for refusing to sing a pro-regime anthem. Asra’s death is another horrific example of Iran’s appalling treatment of women. The US stands with the brave Iranians across the country protesting Asra and Mahsa’s deaths.",70,13,149,5
ChrisCoons,"Iran is enabling Putin’s brutal attacks against civilian targets in Ukraine. This disturbing collaboration between Putin and the Islamic Revolutionary Guards Corps, a known terrorist organization, must be met with a robust international response.",66,8,88,1
ChrisCoons,You love to see it: Jennifer McMilan became @SBA_Delaware's Women-Owned Small Business Person of the Year by taking @teamjennygems to the moon without leaving Harbeson. I stopped in yesterday to watch her team in action building wooden home decor:,5,5,16,0
ChrisCoons,"Hydrogen is:✅the most abundant element in the universe✅the future of our clean energy economy✅a source of good-paying jobs for DelawareansGlad I could join @SenatorCarper, @RepLBR and @Chemours to cut the ribbon at the @UDelaware  Center for Clean Hydrogen in Newark.",5,6,26,0
ChrisCoons,"RT @HouseForeign: Chair @RepGregoryMeeks and Ranking Member @RepMcCaul, along with Senator @ChrisCoons and @SenatorWicker, released the fol…",9,0,0,0
ChrisCoons,"Cody, your dad would be proud. Let’s go @Phillies.",1,2,17,0
ChrisCoons,"Putin's strategy in Ukraine has always been to outlast our attention and hope our support unravels. Strong, bipartisan support for Ukraine is the only way to stop Putin’s war of aggression and protect U.S. security interests.",8,17,29,1
ChrisCoons,"This year, Democrats lowered prices and enacted the most dramatic improvements to Medicare in decades. Next month, the survival of Medicare is up for grabs ⤵️",7,11,18,0
ChrisCoons,"16 million people in Somalia are expected to face acute hunger between now &amp; December, a staggering scale of human suffering. The world must come together to provide humanitarian relief and fight famine in East Africa before it's too late.",6,14,15,1
ChrisCoons,"Tell EVERYONE: The application for student loan relief is live at  Thanks to @POTUS, relief is on the way to minority borrowers and their families who are disproportionately affected by student debt.",10,7,19,1
ChrisCoons,The new shellfish hatchery from @UDelaware and @DelStateUniv in Lewes is going to be something spe-shell! I can't wait to see how this pilot program will clean up our beautiful inland bays while strengthening our local economy and jobs.,3,4,23,1
ChrisCoons,"“Come in, get a plate, and sit next to someone you don’t know or ever talk to. That is your price of admission.” Thanks again to @EaterDC for giving readers a look behind the curtain of the Senate's annual bipartisan BBQ:",1,9,19,0
marcorubio,"Today I will try to postpone the GOP Senate leadership voteA vote won’t solve our internal differences,it will make them worseWe aren’t going to have genuine unity until we make big changes to both our campaign &amp; legislative effortsThat will NEVER happen if we vote today",1453,2357,9354,193
marcorubio,"RT @edify_us: Family first. That’s how it should be, but do our politicians agree? @marcorubio",38,0,0,0
marcorubio,"If the @MiamiDadeBCC approves a proposed industrial park in South Dade on Tuesday, they will kill any chance of completing the Biscayne Bay SE #Everglades Restoration Project",77,90,363,7
marcorubio,We should not have a Senate GOP leadership vote until we have a clear explanation for why our 2022 campaign efforts failed AND until we have a clear understanding of the political &amp; policy direction for the GOP Senate moving forward,5026,14269,35136,1314
marcorubio,Today we honor all those who serve &amp; served #VeteransDay2022,117,160,938,3
marcorubio,The Senate GOP leadership vote next week should be postponedFirst we need to make sure that those who want to lead us are genuinely committed to fighting for the priorities &amp; values of the working Americans (of every background) who gave us big wins in states like #Florida,6449,7561,40743,1321
marcorubio,No surprise a top (and pathetic) Biden official John Kerry was overseas spending time with an anti-American narco-trafficking marxist dictator like Maduro,1132,1127,3645,92
marcorubio,"An outdated GOP can win some elections in some places But a new GOP, guided by common sense wisdom &amp; that fights for working class values can win the support of Americans of every background &amp; in every part of the country",387,782,2350,100
marcorubio,The real threat to faith in our elections is states that take weeks to count &amp; that are still announcing the discovery of thousands of new ballots days after Election Day,4021,7761,20461,628
marcorubio,"The weather will be bad for the next 36 hours Stay home, wait it out, and and by Friday most of us will be able to get back to it.",66,76,471,8
marcorubio,If #Florida can count 7.5 million ballots in 5 hours how can it take days for some states to count less than 2 million?,20231,19917,129434,2364
marcorubio,We faced 18 months of media hype for my opponent &amp; I was the only statewide GOP candidate who was outspent (almost 2 to 1)We won by almost 17 points thanks to the common sense wisdom &amp; working class values of the people of #Florida  Thank you#Sayfie,239,325,2174,18
